customer_id,company_name,company_size,company_type,industry,country,created_at,acquisition_channel,is_active
cust_c4c85e41,"Potter, Mack and Peterson",1-10,Mid-Market,Media,KE,2024-06-17,Partner,True
cust_5d209b94,Chavez Ltd,51-200,Enterprise,Healthcare,WS,2024-04-12,Referral,True
cust_e73e57c6,"Gill, Romero and Rodriguez",51-200,SMB,Education,YE,2024-04-25,Organic,False
cust_9111ba9e,"Romero, Gonzalez and Brooks",51-200,SMB,Healthcare,DK,2024-07-28,Content Marketing,True
cust_379a8ddf,"Sellers, George and Burns",1000+,Startup,Education,CG,2024-12-26,Content Marketing,True
cust_3ab17ccd,Koch-Decker,1-10,Mid-Market,Media,KP,2024-04-02,Content Marketing,True
cust_db859128,Allen PLC,11-50,Startup,Technology,BR,2024-02-03,Partner,True
cust_87e92ed4,"Tucker, Jones and Hodges",1-10,SMB,Healthcare,CN,2024-02-19,Partner,True
cust_660d6670,"Alvarez, Pierce and Baker",1000+,SMB,Finance,UZ,2024-06-13,Direct Sales,False
cust_9c9461b2,Hickman Ltd,201-1000,SMB,Education,FM,2024-03-19,Partner,True
cust_9665fd89,"Collins, Carney and Santos",51-200,Enterprise,Retail,OM,2024-12-15,Partner,True
cust_724536d7,"Hayes, Wright and Brown",1000+,Enterprise,Technology,AO,2024-08-16,Paid Search,True
cust_aac01c8c,"Hall, Robinson and Jones",51-200,Startup,Education,ZM,2024-01-23,Direct Sales,True
cust_28139ceb,Jones Inc,11-50,Startup,Technology,LS,2024-01-28,Partner,True
cust_cb6fab1e,"Young, Caldwell and Lewis",11-50,Startup,Technology,CO,2024-10-07,Content Marketing,True
cust_81f03161,"Johnston, Sanchez and Kennedy",11-50,Mid-Market,Retail,NE,2024-03-14,Referral,True
cust_2255c075,Davis Group,11-50,Enterprise,Healthcare,MH,2024-06-13,Referral,True
cust_3d5ef0cc,Owens-Daniel,11-50,Startup,Technology,GQ,2024-09-10,Partner,True
cust_36f424d3,"Garcia, Powell and Morgan",201-1000,Enterprise,Manufacturing,CD,2024-04-06,Partner,True
cust_66f312b9,Lee Group,1-10,Startup,Manufacturing,CU,2024-06-12,Partner,True
cust_15c92d84,Ramirez and Sons,1-10,SMB,Healthcare,BO,2024-06-21,Paid Search,True
cust_8bd66631,"Garcia, Pearson and Fernandez",11-50,Enterprise,Healthcare,AL,2024-02-06,Content Marketing,True
cust_2bee17a5,Martin Group,1-10,Enterprise,Media,RO,2024-03-24,Direct Sales,True
cust_826d1c29,Barrera-Martin,1000+,Startup,Technology,AD,2024-05-31,Paid Search,True
cust_99ed67e7,House-Glover,201-1000,Enterprise,Healthcare,JO,2024-06-13,Referral,False
cust_910a74f9,"Bernard, Cowan and Peters",11-50,Enterprise,Technology,VC,2024-07-08,Referral,True
cust_21afde7e,Lee and Sons,201-1000,Mid-Market,Manufacturing,BG,2024-08-12,Partner,False
cust_afcce1cd,"Daniels, Adkins and Brown",1000+,Enterprise,Healthcare,TV,2024-07-04,Paid Search,True
cust_dae94fa3,"Calhoun, Schmidt and Brown",1-10,Startup,Retail,SE,2024-02-01,Content Marketing,True
cust_60c92667,Jones Inc,1000+,Enterprise,Education,GQ,2024-11-30,Direct Sales,True
cust_8ecc7191,Powell PLC,1000+,Startup,Media,HU,2024-08-12,Paid Search,True
cust_5743c742,"Williams, Miller and Sandoval",1-10,SMB,Manufacturing,TM,2024-07-22,Organic,False
cust_83b3cbc5,Donovan-Harris,1000+,SMB,Education,VC,2024-05-02,Direct Sales,True
cust_3cd47d17,Baker and Sons,1-10,Enterprise,Retail,SV,2024-09-07,Direct Sales,True
cust_fe4aa29c,Bryant-Hickman,51-200,Mid-Market,Healthcare,BN,2024-01-04,Partner,True
cust_8c760f67,Howell-Hart,11-50,Mid-Market,Manufacturing,BZ,2024-01-29,Paid Search,True
cust_7055a28b,"Lewis, Baker and Mahoney",51-200,Enterprise,Finance,BJ,2024-12-07,Organic,True
cust_4d910c96,Wood and Sons,1000+,Startup,Technology,OM,2024-11-19,Direct Sales,True
cust_c7cf45a1,"Warner, Carr and Archer",51-200,SMB,Finance,TD,2024-07-24,Organic,False
cust_7ae6767f,Contreras PLC,51-200,Mid-Market,Healthcare,KG,2024-12-27,Referral,True
cust_3e7ee3dc,"Garcia, Humphrey and Baker",51-200,Startup,Retail,CD,2024-10-15,Direct Sales,True
cust_1a3d67ff,"Moore, Campbell and Clark",1-10,SMB,Finance,LV,2024-03-20,Organic,False
cust_e6dd2123,"Walters, Baker and Freeman",1000+,SMB,Finance,BF,2024-02-05,Content Marketing,True
cust_2df3c8fc,"Henderson, Hill and Smith",51-200,SMB,Retail,CO,2024-09-04,Partner,False
cust_429ce2b7,Martin-Ramos,1000+,Enterprise,Finance,MA,2024-06-15,Organic,True
cust_bb802257,"Smith, Jones and Ware",201-1000,Mid-Market,Technology,CZ,2024-07-30,Organic,True
cust_f2697474,Davenport PLC,11-50,Mid-Market,Healthcare,TG,2024-02-27,Partner,True
cust_11128df5,Anderson-Parker,201-1000,Startup,Technology,BB,2024-12-15,Organic,False
cust_28e1f73e,Clark-Wright,11-50,Startup,Media,CA,2024-05-17,Content Marketing,True
cust_5272cd3f,"Henson, Russell and Oliver",11-50,Enterprise,Healthcare,DE,2024-12-25,Organic,True
cust_4884405f,Hancock and Sons,1-10,Mid-Market,Healthcare,NG,2024-01-10,Partner,True
cust_b86f5f82,Doyle LLC,1-10,Mid-Market,Media,NG,2024-11-07,Direct Sales,False
cust_6173f89d,"Shields, Cochran and Adams",201-1000,SMB,Healthcare,ME,2024-02-11,Paid Search,False
cust_5a50f976,Brennan-Garrison,11-50,Enterprise,Technology,GN,2024-03-18,Paid Search,True
cust_33f41ace,Bailey-Hoover,51-200,Enterprise,Media,GT,2024-03-27,Partner,False
cust_55e45d8f,Keller Group,11-50,Mid-Market,Healthcare,LS,2024-04-18,Partner,True
cust_fe7e05ab,Rasmussen LLC,1-10,Enterprise,Healthcare,MG,2024-09-06,Paid Search,True
cust_21dea986,"Ross, Zavala and Herrera",201-1000,Mid-Market,Finance,AT,2024-02-14,Paid Search,True
cust_09a9467a,White-Estes,11-50,Enterprise,Finance,IN,2024-01-15,Content Marketing,False
cust_91fb78dc,Carlson LLC,51-200,Mid-Market,Retail,ZA,2024-11-01,Direct Sales,True
cust_eeae4c73,Graham-Joyce,1000+,Mid-Market,Technology,CI,2024-05-29,Organic,False
cust_5d02bb10,"Lee, Williams and Graham",51-200,SMB,Education,SK,2024-12-25,Content Marketing,True
cust_c154a04a,"Mcdaniel, Bentley and Mclaughlin",1000+,Enterprise,Finance,FJ,2024-05-21,Partner,True
cust_4c523fa7,Jones-Beck,201-1000,Startup,Manufacturing,LS,2024-08-30,Direct Sales,True
cust_e43ffc82,Alvarado-Martinez,1-10,Enterprise,Technology,KG,2024-07-15,Direct Sales,False
cust_595ca8cf,Estrada-Nguyen,1000+,SMB,Finance,MC,2024-04-24,Referral,True
cust_e4040e98,"Martinez, Fisher and Bentley",51-200,Mid-Market,Retail,GD,2024-10-17,Organic,True
cust_1b1436ca,Gilbert LLC,51-200,Mid-Market,Retail,NA,2024-07-31,Referral,True
cust_054cc072,Torres and Sons,51-200,SMB,Healthcare,NR,2024-11-01,Referral,True
cust_623b85ce,"Lawson, Morris and Ramos",201-1000,SMB,Education,GQ,2024-03-23,Direct Sales,True
cust_53973cf3,"Kennedy, Santana and Flynn",1000+,Startup,Finance,DO,2024-09-12,Content Marketing,True
cust_a106ccc2,Campbell Ltd,1000+,Mid-Market,Manufacturing,ZW,2024-08-28,Referral,True
cust_036c232c,Davis-Crane,11-50,Enterprise,Media,GW,2024-09-18,Partner,True
cust_c6bb4bd6,Walker-Gonzalez,1-10,Mid-Market,Education,AR,2024-01-18,Partner,True
cust_c9726fd4,Riggs PLC,51-200,Startup,Media,BN,2024-06-25,Paid Search,True
cust_178db314,Mercado-Johnston,11-50,SMB,Healthcare,VC,2024-09-27,Organic,True
cust_2d338b7a,Snyder-Sanchez,201-1000,Startup,Manufacturing,TD,2024-09-24,Referral,False
cust_70b83f2c,Stafford Inc,1000+,SMB,Retail,NO,2024-03-25,Partner,True
cust_03473f17,Brock Ltd,201-1000,SMB,Healthcare,SI,2024-06-29,Partner,True
cust_1ced4141,Grant Inc,1-10,Enterprise,Healthcare,PH,2024-02-21,Paid Search,True
cust_e0d33c75,Contreras-Travis,1000+,Enterprise,Technology,UG,2024-05-03,Direct Sales,True
cust_0245ce58,Salazar-Ball,1-10,Enterprise,Healthcare,SD,2024-06-14,Referral,True
cust_d50dd54e,"Griffin, Moore and Hensley",1000+,Mid-Market,Media,PG,2024-04-10,Referral,True
cust_a5cb38c7,Larsen LLC,1000+,Enterprise,Media,SK,2024-07-07,Direct Sales,True
cust_c111b3d1,"Allen, Gonzales and Reeves",11-50,Enterprise,Manufacturing,GW,2024-04-15,Content Marketing,True
cust_4a21aa73,Flores-Fernandez,51-200,Enterprise,Retail,CU,2024-02-28,Paid Search,True
cust_bf038e1f,Reyes and Sons,1-10,Mid-Market,Healthcare,MA,2024-03-24,Content Marketing,True
cust_0346896d,Perry LLC,1000+,Startup,Healthcare,SR,2024-06-29,Paid Search,True
cust_fbc8def5,Brown-Wall,11-50,SMB,Technology,MW,2024-12-17,Referral,True
cust_4270ee2d,"Shah, Smith and Gilmore",1000+,Enterprise,Manufacturing,TR,2024-05-27,Organic,True
cust_712aff0f,Smith-Bell,201-1000,Enterprise,Media,GB,2024-05-31,Direct Sales,False
cust_855d20f7,Medina-Navarro,1-10,Enterprise,Manufacturing,UY,2024-12-14,Organic,False
cust_b2751f47,Freeman LLC,51-200,Enterprise,Media,NZ,2024-07-07,Referral,True
cust_ea522bb5,Price Ltd,1000+,SMB,Manufacturing,GD,2024-11-05,Paid Search,True
cust_9bdf499f,Ramsey-Pittman,201-1000,Startup,Manufacturing,CN,2024-08-29,Content Marketing,True
cust_9a1ee81f,"Johnson, Long and Elliott",201-1000,SMB,Media,AR,2024-02-02,Referral,False
cust_6f41ed76,"Patterson, Camacho and White",1000+,Startup,Manufacturing,IL,2024-05-27,Direct Sales,True
cust_bbcf7b27,Lewis-Murphy,1-10,Startup,Retail,PS,2024-12-07,Referral,True
cust_dfd833f2,Ramirez-Bean,201-1000,SMB,Technology,NL,2024-04-07,Content Marketing,True
cust_85ef9f71,Ruiz Ltd,11-50,Enterprise,Finance,SR,2024-01-21,Content Marketing,True
cust_7985d897,Walker-Jones,201-1000,Mid-Market,Media,CF,2024-01-16,Referral,True
cust_d49ffa3c,Herring and Sons,1-10,Enterprise,Technology,AO,2024-08-29,Partner,True
cust_0bf98b00,Allen Group,51-200,SMB,Retail,SV,2024-02-14,Organic,True
cust_11fa17c6,"Gould, Marshall and Scott",1-10,Startup,Healthcare,MN,2024-03-06,Paid Search,True
cust_e361a1c1,"Lawson, Adkins and Wilson",1000+,SMB,Healthcare,DK,2024-04-30,Paid Search,True
cust_ff155598,Lane LLC,1-10,SMB,Manufacturing,TR,2024-09-20,Partner,True
cust_4854d34f,Sanders-Espinoza,51-200,SMB,Education,BO,2024-08-17,Direct Sales,False
cust_b89bc6f0,"Rivas, Sanchez and Terry",1-10,SMB,Finance,KI,2024-11-26,Organic,True
cust_21d094fc,"Burke, Martinez and Riggs",51-200,Enterprise,Manufacturing,BB,2024-05-14,Partner,True
cust_230f46fa,"Patterson, Wood and Hunter",1000+,SMB,Technology,LV,2024-01-05,Partner,True
cust_25b36647,Short-Garcia,1000+,Startup,Media,ML,2024-09-03,Direct Sales,True
cust_2010d26e,Zimmerman-Graham,51-200,Enterprise,Retail,ES,2024-07-21,Content Marketing,True
cust_09725e8a,"Nelson, Morton and Medina",51-200,Startup,Media,RO,2024-06-29,Referral,True
cust_5f7b2951,Petersen-Vargas,1-10,Enterprise,Finance,LI,2024-11-26,Partner,False
cust_c8024434,Rivas Inc,201-1000,SMB,Manufacturing,IT,2024-12-08,Paid Search,True
cust_35fdb08e,Sanchez-Marshall,51-200,Enterprise,Manufacturing,VA,2024-09-16,Referral,True
cust_859be475,Rogers-Snyder,1000+,Mid-Market,Finance,LR,2024-03-11,Paid Search,True
cust_cb5ef3fe,Lewis-Salinas,1-10,Mid-Market,Manufacturing,LV,2024-04-18,Paid Search,True
cust_5433b413,"Haynes, Hill and Smith",1000+,Enterprise,Finance,ET,2024-02-03,Organic,True
cust_945b8f31,Cortez Group,51-200,SMB,Manufacturing,TH,2024-10-21,Paid Search,True
cust_7e3ea170,Vaughn Ltd,51-200,Mid-Market,Finance,LC,2024-07-09,Direct Sales,True
cust_46ea8cb5,Mcguire-Davis,51-200,Startup,Education,GN,2024-06-06,Paid Search,True
cust_334e9be4,"Sanchez, Beck and Wood",201-1000,Enterprise,Education,TG,2024-07-25,Paid Search,True
cust_3cb2ebd9,Coleman-Reese,201-1000,Enterprise,Media,LS,2024-05-16,Organic,True
cust_7d95abc4,"Chavez, Parker and Hall",11-50,Enterprise,Retail,WS,2024-03-15,Paid Search,True
cust_3e58c247,Wilson-Herrera,1000+,Mid-Market,Manufacturing,FM,2024-03-12,Direct Sales,True
cust_1024b8e6,Robinson Group,201-1000,Mid-Market,Finance,IS,2024-10-08,Partner,True
cust_93e737dd,"Bray, Warren and Campbell",51-200,Mid-Market,Healthcare,BZ,2024-11-19,Organic,True
cust_e228bdf9,Phillips LLC,51-200,Startup,Retail,EE,2024-04-27,Direct Sales,False
cust_ab223c7c,Erickson and Sons,11-50,SMB,Healthcare,IS,2024-01-18,Partner,True
cust_699a713d,Tran Ltd,1000+,Mid-Market,Technology,CN,2024-09-04,Paid Search,True
cust_eb5790e0,Garcia-Smith,51-200,SMB,Finance,JM,2024-07-01,Organic,True
cust_fa21f953,Alexander-Lopez,11-50,Mid-Market,Technology,BF,2024-04-08,Organic,True
cust_ac5926d9,Wilson-Jones,11-50,Enterprise,Technology,RW,2024-01-29,Organic,True
cust_ba916dcd,"Soto, Brown and Hernandez",201-1000,Enterprise,Manufacturing,TM,2024-04-27,Content Marketing,True
cust_699b3bb5,Mcknight Inc,1-10,Mid-Market,Media,TH,2024-10-23,Referral,True
cust_d4716d1e,Obrien-Gibbs,1-10,Enterprise,Manufacturing,GR,2024-10-28,Organic,True
cust_c9b9f814,"James, Kerr and Evans",1-10,SMB,Healthcare,TZ,2024-06-15,Direct Sales,False
cust_c268754e,Carroll-Brown,1-10,SMB,Technology,SZ,2024-02-08,Direct Sales,True
cust_534b2eeb,Garrett LLC,1000+,SMB,Media,HR,2024-02-01,Direct Sales,True
cust_75f76120,Allen PLC,201-1000,Mid-Market,Media,BO,2024-03-01,Direct Sales,False
cust_281fd315,Ortiz Ltd,51-200,Startup,Education,UG,2024-07-01,Partner,True
cust_9f02be47,Johnson-Roberts,11-50,SMB,Finance,JM,2024-09-30,Partner,True
cust_f65bda66,Jones-Hall,11-50,SMB,Education,IN,2024-11-01,Organic,True
cust_c93e089d,"Lawrence, Lara and Gonzalez",201-1000,Enterprise,Retail,CI,2024-07-30,Direct Sales,True
cust_dcb7dcfa,Holland LLC,1-10,SMB,Finance,CV,2024-01-28,Partner,True
cust_7d93bfaa,Martin LLC,201-1000,Startup,Retail,UG,2024-10-17,Paid Search,False
cust_fda59f86,"Morse, Gonzales and Harrison",1000+,SMB,Manufacturing,KI,2024-09-28,Organic,True
cust_1fd94ccf,Bender-Mason,11-50,Mid-Market,Media,SA,2024-06-19,Paid Search,True
cust_5b1f23d1,George Group,11-50,Mid-Market,Education,LK,2024-05-05,Partner,True
cust_dfb18497,"Wright, Davis and Hayden",51-200,Enterprise,Technology,TR,2024-08-16,Referral,True
cust_302f1e7e,Key Ltd,201-1000,Mid-Market,Education,IQ,2024-08-11,Direct Sales,True
cust_cf62a510,Hines and Sons,1-10,Startup,Manufacturing,PW,2024-07-20,Partner,True
cust_974c3120,"Ramos, Ramirez and Shea",51-200,Startup,Technology,NZ,2024-09-03,Paid Search,False
cust_e234a756,Costa-Harrison,1000+,Startup,Media,NE,2024-05-09,Partner,True
cust_31e3d862,Santiago-Hodge,1000+,Startup,Media,LS,2024-06-08,Paid Search,True
cust_da5aa49e,"Simpson, Bates and Morales",201-1000,Mid-Market,Healthcare,PS,2024-08-01,Direct Sales,True
cust_e8de425b,Gibson LLC,201-1000,Startup,Manufacturing,ID,2024-05-05,Content Marketing,True
cust_6d30a105,Cordova Group,51-200,Startup,Media,SG,2024-11-16,Paid Search,True
cust_bb552bf3,Sandoval PLC,201-1000,Mid-Market,Retail,PL,2024-06-09,Referral,True
cust_05c6e2b0,Lopez LLC,1000+,Startup,Manufacturing,VU,2024-10-20,Organic,True
cust_7da9c58c,Garrett-Wolf,51-200,Startup,Media,GA,2024-04-13,Referral,False
cust_c693305b,"Anderson, Roberts and Gilmore",1-10,Enterprise,Manufacturing,RU,2024-02-17,Organic,True
cust_fda37853,Dudley PLC,51-200,Enterprise,Retail,GY,2024-10-02,Referral,True
cust_cfc3dba1,Collins Inc,11-50,Mid-Market,Education,TG,2024-06-07,Paid Search,False
cust_0ed77fff,Walker Inc,201-1000,Enterprise,Technology,PL,2024-02-15,Organic,False
cust_6dedbf19,"Collier, Jimenez and Moran",1000+,SMB,Retail,SE,2024-09-30,Paid Search,True
cust_6413c288,Perry-Olson,1-10,Enterprise,Technology,PW,2024-04-04,Paid Search,False
cust_20cd8afb,Arnold-Reyes,1-10,Enterprise,Technology,US,2024-07-16,Partner,True
cust_10ee9ef9,"Suarez, Shields and Hill",201-1000,Mid-Market,Education,NI,2024-05-11,Partner,True
cust_ac8be4c1,"Adams, Smith and Barber",201-1000,Enterprise,Healthcare,TZ,2024-08-13,Referral,True
cust_931e01b3,"Burns, Hernandez and Ryan",201-1000,SMB,Education,LY,2024-05-09,Direct Sales,True
cust_f6c56b6c,"Hines, Bennett and Cantu",11-50,Startup,Finance,ET,2024-09-27,Referral,True
cust_baaca5c1,Armstrong and Sons,1000+,Mid-Market,Media,NG,2024-01-17,Organic,True
cust_f52cbab8,Garner-Thornton,51-200,Enterprise,Media,MU,2024-05-29,Paid Search,True
cust_433d0953,"Sparks, Pearson and Hernandez",201-1000,Mid-Market,Finance,AZ,2024-02-19,Direct Sales,True
cust_8e4bc82b,"Sanford, Rivera and Garcia",201-1000,Enterprise,Finance,OM,2024-02-08,Paid Search,False
cust_47f066bd,"Lozano, Smith and Thomas",11-50,Enterprise,Healthcare,TD,2024-02-29,Referral,True
cust_fcf2c25f,Harrison LLC,201-1000,Enterprise,Manufacturing,LU,2024-08-30,Partner,True
cust_a831d5d4,"Sanders, Miller and Murphy",11-50,Enterprise,Technology,GQ,2024-11-29,Paid Search,True
cust_369ba96c,"James, Stewart and Higgins",1000+,Mid-Market,Media,PS,2024-07-08,Organic,False
cust_6894b27f,"Johnson, Jones and Welch",201-1000,Startup,Education,JO,2024-03-29,Referral,True
cust_ccfacb38,"Davis, Good and Hodges",11-50,Enterprise,Media,MA,2024-12-04,Partner,False
cust_2be6888e,Wallace Ltd,1-10,Enterprise,Media,KG,2024-12-16,Content Marketing,True
cust_dc3618a5,Williams Inc,201-1000,Startup,Media,KE,2024-05-19,Content Marketing,False
cust_edaada8d,Jordan-Sanchez,1000+,Enterprise,Finance,NG,2024-08-07,Partner,True
cust_35d86521,"Sparks, Jackson and Miller",201-1000,Startup,Education,MU,2024-08-28,Organic,True
cust_c6a0aac3,"Allen, Durham and Thomas",51-200,SMB,Retail,PL,2024-09-04,Organic,True
cust_0a7ec617,Stevens-Estrada,1-10,Startup,Manufacturing,PT,2024-12-15,Paid Search,True
cust_3a50ef6b,Byrd-Moore,1-10,Startup,Finance,PA,2024-05-14,Organic,True
cust_56047972,"Evans, Hayden and Vaughn",51-200,Enterprise,Healthcare,PH,2024-11-24,Paid Search,True
cust_83e9f22b,Gonzalez-Cruz,1000+,SMB,Healthcare,RO,2024-02-11,Paid Search,True
cust_a1517f17,James LLC,201-1000,SMB,Manufacturing,TR,2024-04-24,Direct Sales,True
cust_db381b67,"Phillips, Spence and Barrett",201-1000,Mid-Market,Manufacturing,IS,2024-01-04,Content Marketing,True
cust_cc9a6918,"Grimes, Osborne and Beltran",201-1000,Mid-Market,Retail,UZ,2024-10-16,Direct Sales,True
cust_1b0bae38,Wall-Leach,201-1000,Mid-Market,Education,GT,2024-08-23,Content Marketing,True
cust_94389f15,Robinson-Lee,201-1000,Mid-Market,Manufacturing,ID,2024-09-20,Content Marketing,True
cust_48f0bd38,"Saunders, Becker and Taylor",201-1000,Enterprise,Technology,BY,2024-12-16,Paid Search,True
cust_b4aa01c5,"Lucas, Parker and Alexander",51-200,Mid-Market,Retail,TT,2024-05-21,Content Marketing,True
cust_9daeea60,"Anderson, Browning and Murphy",201-1000,Mid-Market,Technology,NI,2024-03-09,Direct Sales,False
cust_56d5c3a3,Anderson PLC,1-10,Enterprise,Media,MM,2024-07-25,Content Marketing,True
cust_9f87e7d4,"Mcintyre, Rivas and Scott",11-50,Mid-Market,Healthcare,RO,2024-11-09,Partner,True
cust_2afc1fc1,Francis-Morgan,51-200,SMB,Retail,CI,2024-06-30,Organic,False
cust_762a34c9,Taylor and Sons,1-10,Mid-Market,Media,GD,2024-10-08,Referral,True
cust_e34a20f8,"Whitney, Coffey and Ballard",51-200,SMB,Technology,MM,2024-02-05,Content Marketing,True
cust_b52c995e,Smith-Herrera,201-1000,SMB,Healthcare,PH,2024-05-23,Paid Search,True
cust_14707aec,"Curry, Baker and James",51-200,Mid-Market,Media,DZ,2024-05-24,Paid Search,True
cust_e23de2a1,Leonard Group,201-1000,Mid-Market,Retail,AR,2024-08-28,Content Marketing,True
cust_c90be39a,"Murphy, Bishop and Holland",201-1000,Startup,Healthcare,ZW,2024-11-15,Paid Search,False
cust_46e4298c,Blankenship-Turner,201-1000,Mid-Market,Technology,NE,2024-02-15,Referral,True
cust_e3589745,Williams Inc,1000+,Startup,Manufacturing,KI,2024-07-10,Content Marketing,True
cust_50339ab2,Davis PLC,51-200,Enterprise,Media,CR,2024-05-30,Partner,False
cust_4c82528f,Watson-Avery,1-10,SMB,Manufacturing,MC,2024-07-28,Organic,True
cust_10c39b6d,Matthews-Barber,1000+,Mid-Market,Education,NI,2024-09-11,Paid Search,True
cust_b258bf7d,Bass PLC,201-1000,Mid-Market,Retail,NE,2024-12-30,Referral,True
cust_6613ddf6,Johnson-Wood,1-10,Startup,Finance,PA,2024-06-21,Referral,True
cust_17e23f43,Foley Inc,11-50,SMB,Manufacturing,LA,2024-05-22,Referral,True
cust_7d65741d,"Winters, Newman and Brown",1000+,Enterprise,Education,IS,2024-03-14,Partner,True
cust_dd037174,Rush Group,201-1000,Startup,Media,BW,2024-09-14,Referral,True
cust_430bf969,May PLC,51-200,Startup,Retail,AO,2024-01-20,Content Marketing,True
cust_94bf8fb9,Sanchez-Martinez,201-1000,SMB,Media,TM,2024-03-20,Content Marketing,True
cust_07969c32,Gallegos PLC,51-200,Mid-Market,Technology,GE,2024-08-15,Referral,True
cust_6c65b922,Li and Sons,1-10,Enterprise,Technology,LS,2024-10-27,Partner,True
cust_12f6ed06,Kramer PLC,1000+,Startup,Technology,AD,2024-04-17,Content Marketing,True
cust_2a6b052e,Huerta PLC,11-50,SMB,Technology,ID,2024-11-06,Direct Sales,True
cust_ebc81cac,Rodriguez Inc,11-50,SMB,Finance,CO,2024-01-06,Paid Search,True
cust_04de41fe,Tyler-Young,1000+,Startup,Finance,LI,2024-01-07,Paid Search,False
cust_0d0cf18d,Baker and Sons,1000+,Mid-Market,Media,SZ,2024-06-12,Paid Search,True
cust_bc639b01,"Wilson, Brown and West",1-10,SMB,Technology,ML,2024-07-18,Content Marketing,True
cust_009ad3d2,"Rodriguez, Gordon and Dougherty",11-50,Mid-Market,Technology,BD,2024-10-09,Paid Search,True
cust_69c4a875,"Boyd, Ellis and Maynard",11-50,Enterprise,Education,BH,2024-07-05,Organic,True
cust_7189601b,Simmons-Rodriguez,201-1000,Enterprise,Media,LC,2024-12-19,Content Marketing,True
cust_813851c2,Jones-Miller,1-10,Enterprise,Education,UZ,2024-02-27,Paid Search,False
cust_5f46c651,Martinez PLC,1-10,Mid-Market,Manufacturing,ZW,2024-08-15,Partner,False
cust_adf37d10,"Joseph, James and Harper",1-10,Enterprise,Media,KE,2024-06-25,Referral,True
cust_95c9dd83,"Jacobs, Garcia and Miles",1-10,Enterprise,Retail,TD,2024-09-09,Referral,True
cust_5a875668,"Le, Lewis and Hayes",1-10,Mid-Market,Education,GT,2024-06-09,Paid Search,True
cust_25f8a696,Wilcox-Ross,51-200,Mid-Market,Manufacturing,ZA,2024-02-06,Direct Sales,True
cust_d8cb91af,Simmons-Ortega,201-1000,Enterprise,Technology,MR,2024-02-29,Partner,True
cust_ec5d96a2,"Leblanc, Jones and Decker",1000+,SMB,Manufacturing,BW,2024-06-16,Referral,False
cust_9ed24e0e,Garner LLC,201-1000,Mid-Market,Media,CO,2024-08-04,Referral,True
cust_ffa6b53b,Willis PLC,1-10,Mid-Market,Manufacturing,TJ,2024-05-08,Content Marketing,True
